term;assetType;occurrences;contexts;sourceFiles;sampleLocators;keepOriginal;notes
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_land_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[16].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_land_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[16].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_land_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[16].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_land_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[16].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_light_hover.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[33].path_hover | data/follower_wheel.json::root.icons[33].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_light_off.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[33].path | data/follower_wheel.json::root.icons[33].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_light_on1-hover.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[31].path_hover | data/follower_wheel.json::root.icons[31].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_light_on1.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[31].path | data/follower_wheel.json::root.icons[31].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_light_on2-hover.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[32].path_hover | data/follower_wheel.json::root.icons[32].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_light_on2.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[32].path | data/follower_wheel.json::root.icons[32].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_lookat_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[20].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_lookat_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[20].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_lookat_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[20].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_lookat_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[20].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_move_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[18].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_move_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[18].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_move_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[18].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_move_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[18].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_moveto_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[19].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_moveto_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[19].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_moveto_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[19].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_moveto_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[19].path_active;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_wait_hover-on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[14].path_active_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_wait_hover.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[14].path_hover;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_wait_off.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[14].path;true;
#*images/ui/FollowerWheel/icons/tinker/btn_tinker_wait_on.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.icons[14].path_active;true;
#*images/ui/FollowerWheel/panels/cmd_leader_E.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[6].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_E_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[6].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_E_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[6].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_E_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[6].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_N.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[0].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NE.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[7].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NE_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[7].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NE_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[7].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NE_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[7].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NW.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[1].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NW_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[1].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NW_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[1].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_NW_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[1].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_N_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[0].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_N_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[0].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_N_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[0].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_S.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[4].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SE.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[5].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SE_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[5].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SE_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[5].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SE_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[5].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SW.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[3].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SW_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[3].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SW_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[3].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_SW_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[3].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_S_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[4].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_S_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[4].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_S_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[4].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_W.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[2].path;true;
#*images/ui/FollowerWheel/panels/cmd_leader_W_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[2].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_W_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[2].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_W_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[2].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_ctr.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[8].path | data/follower_wheel.json::root.panels_alternate[8].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_leader_ctr_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[8].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_leader_ctr_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels_alternate[8].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_E.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[6].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_E_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[6].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_E_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[6].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_E_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[6].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_N.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[0].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NE.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[7].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NE_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[7].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NE_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[7].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NE_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[7].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NW.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[1].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NW_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[1].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NW_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[1].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_NW_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[1].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_N_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[0].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_N_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[0].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_N_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[0].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_S.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[4].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SE.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[5].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SE_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[5].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SE_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[5].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SE_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[5].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SW.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[3].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SW_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[3].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SW_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[3].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_SW_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[3].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_S_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[4].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_S_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[4].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_S_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[4].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_W.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[2].path;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_W_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[2].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_W_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[2].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_W_uh.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[2].path_locked_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_ctr.png;image;2;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[8].path | data/follower_wheel.json::root.panels[8].path_locked;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_ctr_h.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[8].path_hover;true;
#*images/ui/FollowerWheel/panels/cmd_tinker_ctr_u.png;image;1;game data text, technical comment;data/follower_wheel.json;data/follower_wheel.json::root.panels[8].path_locked_hover;true;
#*images/ui/HUD/HUD_ActionPromptBacking00_02.png;image;1;game data text, technical comment;data/HUD_settings.json;data/HUD_settings.json::root.action_prompts.prompt_img_00;true;
#*images/ui/HUD/HUD_ActionPromptBacking100_02.png;image;1;game data text, technical comment;data/HUD_settings.json;data/HUD_settings.json::root.action_prompts.prompt_img_100;true;
#*images/ui/HUD/HUD_ActionPromptBacking20_02.png;image;1;game data text, technical comment;data/HUD_settings.json;data/HUD_settings.json::root.action_prompts.prompt_img_20;true;
#*images/ui/HUD/HUD_ActionPromptBacking60_02.png;image;1;game data text, technical comment;data/HUD_settings.json;data/HUD_settings.json::root.action_prompts.prompt_img_60;true;
#*images/ui/SkillSheet/Icons/Alchemy02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[12].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Alchemy02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[12].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Axes02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[6].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Axes02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[6].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Blocking02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[1].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Blocking02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[1].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Casting02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[17].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Casting02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[17].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Leadership02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[8].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Leadership02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[8].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Lore02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[10].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Lore02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[10].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Maces02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[7].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Maces02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[7].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Magic02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[16].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Magic02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[16].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Mysticism02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[14].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Mysticism02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[14].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Polearms02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[5].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Polearms02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[5].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Ranged02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[2].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Ranged02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[2].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Sorcery02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[13].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Sorcery02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[13].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Stealth02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[0].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Stealth02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[0].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Swimming02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[18].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Swimming02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[18].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Swords02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[4].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Swords02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[4].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Thaumaturgy02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[15].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Thaumaturgy02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[15].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Tinkering02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[11].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Tinkering02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[11].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Trading02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[9].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Trading02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[9].icon_legend_path_32px;true;
#*images/ui/SkillSheet/Icons/Unarmed02_32.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[3].icon_base_path_32px;true;
#*images/ui/SkillSheet/Icons/Unarmed02_32Gold.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skills[3].icon_legend_path_32px;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG00Select_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.default_selected;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG00_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.default;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG100Select_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.legend_selected;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG100_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.legend;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG20Select_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.novice_selected;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG20_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.novice;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG60Select_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.expert_selected;true;
#*images/ui/SkillSheet/UI_Skills_Icons_BG60_00.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_background_icons.expert;true;
#*images/ui/SkillSheet/UI_Skills_SkillSelectorR_01.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_select_images.highlight_right;true;
#*images/ui/SkillSheet/UI_Skills_SkillSelector_01.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_select_images.highlight_left;true;
#*images/ui/SkillSheet/UI_Skills_SkillUnselected100R_01.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_select_images.selected_right;true;
#*images/ui/SkillSheet/UI_Skills_SkillUnselected100_01.png;image;1;game data text, technical comment;data/skillsheet_entries.json;data/skillsheet_entries.json::root.skill_select_images.selected_left;true;
*#data/scripts/dungeon_signs/sign_chi.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_txo.variables[1].value;true;
*#data/scripts/dungeon_signs/sign_kappa.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_sky.variables[1].value;true;
*#data/scripts/dungeon_signs/sign_omicron.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_txo.variables[2].value;true;
*#data/scripts/dungeon_signs/sign_phi.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_pzr.variables[0].value;true;
*#data/scripts/dungeon_signs/sign_rho.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_pzr.variables[2].value;true;
*#data/scripts/dungeon_signs/sign_sigma.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_sky.variables[0].value;true;
*#data/scripts/dungeon_signs/sign_theta.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_txo.variables[0].value;true;
*#data/scripts/dungeon_signs/sign_upsilon.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_sky.variables[2].value;true;
*#data/scripts/dungeon_signs/sign_zeta.png;image;1;game data text;data/scripts/dungeon_signs/script.json;data/scripts/dungeon_signs/script.json::root.script_entries.frat_pzr.variables[1].value;true;
